日期,温度,湿度,aqi,更新日期
2020-01-01,3℃,49%,60,2020-01-01 00:10:00
2020-01-01,2℃,48%,58,2020-01-01 01:05:00
2020-01-01,2℃,47%,60,2020-01-01 02:08:00
2020-01-01,2℃,52%,61,2020-01-01 03:00:00
2020-01-01,2℃,49%,60,2020-01-01 03:57:00
2020-01-01,2℃,51%,64,2020-01-01 04:57:00
2020-01-01,2℃,55%,73,2020-01-01 06:06:00
2020-01-01,2℃,54%,72,2020-01-01 07:07:00
2020-01-01,2℃,53%,75,2020-01-01 08:00:00
2020-01-01,3℃,54%,72,2020-01-01 09:10:00
2020-01-01,3℃,51%,70,2020-01-01 10:10:00
2020-01-01,3℃,62%,67,2020-01-01 11:05:00
2020-01-01,4℃,57%,71,2020-01-01 11:58:00
2020-01-01,4℃,58%,74,2020-01-01 13:04:00
2020-01-01,4℃,58%,74,2020-01-01 14:09:00
2020-01-01,4℃,60%,75,2020-01-01 14:57:00
2020-01-01,3℃,85%,73,2020-01-01 16:07:00
2020-01-01,3℃,89%,69,2020-01-01 17:04:00
2020-01-01,3℃,92%,72,2020-01-01 18:05:00
2020-01-01,2℃,88%,69,2020-01-01 19:09:00
2020-01-01,2℃,93%,70,2020-01-01 19:56:00
2020-01-01,2℃,96%,79,2020-01-01 21:06:00
2020-01-01,2℃,96%,82,2020-01-01 21:48:00
2020-01-01,2℃,97%,80,2020-01-01 22:49:00
2020-01-02,2℃,97%,84,2020-01-02 00:07:00
2020-01-02,2℃,97%,84,2020-01-02 01:03:00
2020-01-02,2℃,97%,88,2020-01-02 01:52:00
2020-01-02,2℃,97%,80,2020-01-02 02:54:00
2020-01-02,2℃,96%,75,2020-01-02 03:51:00
2020-01-02,2℃,95%,85,2020-01-02 05:08:00
2020-01-02,2℃,94%,85,2020-01-02 05:50:00
2020-01-02,2℃,94%,84,2020-01-02 07:08:00
2020-01-02,2℃,94%,85,2020-01-02 07:50:00
2020-01-02,3℃,90%,88,2020-01-02 09:00:00
2020-01-02,3℃,86%,85,2020-01-02 10:10:00
2020-01-02,3℃,84%,98,2020-01-02 11:01:00
2020-01-02,4℃,80%,107,2020-01-02 12:04:00
2020-01-02,4℃,77%,107,2020-01-02 13:08:00
2020-01-02,4℃,75%,113,2020-01-02 13:48:00
2020-01-02,5℃,75%,113,2020-01-02 15:10:00
2020-01-02,5℃,75%,98,2020-01-02 16:07:00
