日期,温度,湿度,aqi,更新日期
2020-01-01,4℃,58%,66,2020-01-01 01:05:00
2020-01-01,4℃,57%,69,2020-01-01 02:08:00
2020-01-01,4℃,59%,72,2020-01-01 03:00:00
2020-01-01,4℃,58%,70,2020-01-01 03:57:00
2020-01-01,4℃,60%,72,2020-01-01 04:57:00
2020-01-01,4℃,60%,69,2020-01-01 06:06:00
2020-01-01,4℃,59%,69,2020-01-01 07:07:00
2020-01-01,4℃,61%,74,2020-01-01 08:00:00
2020-01-01,4℃,57%,83,2020-01-01 09:10:00
2020-01-01,5℃,53%,94,2020-01-01 10:10:00
2020-01-01,5℃,58%,104,2020-01-01 11:05:00
2020-01-01,4℃,64%,107,2020-01-01 11:58:00
2020-01-01,4℃,64%,103,2020-01-01 13:03:00
2020-01-01,4℃,64%,100,2020-01-01 14:09:00
2020-01-01,4℃,69%,102,2020-01-01 14:57:00
2020-01-01,4℃,78%,103,2020-01-01 16:07:00
2020-01-01,3℃,85%,105,2020-01-01 17:04:00
2020-01-01,3℃,87%,103,2020-01-01 18:05:00
2020-01-01,3℃,86%,95,2020-01-01 19:10:00
2020-01-01,3℃,92%,93,2020-01-01 19:50:00
2020-01-01,2℃,99%,97,2020-01-01 21:06:00
2020-01-01,2℃,97%,94,2020-01-01 22:11:00
2020-01-01,2℃,92%,92,2020-01-01 22:51:00
2020-01-02,3℃,85%,89,2020-01-02 01:03:00
2020-01-02,3℃,84%,86,2020-01-02 01:52:00
2020-01-02,3℃,74%,91,2020-01-02 02:54:00
2020-01-02,3℃,71%,93,2020-01-02 03:51:00
2020-01-02,3℃,66%,95,2020-01-02 05:08:00
2020-01-02,3℃,67%,95,2020-01-02 05:50:00
2020-01-02,4℃,66%,97,2020-01-02 06:48:00
2020-01-02,4℃,65%,99,2020-01-02 07:50:00
2020-01-02,5℃,59%,102,2020-01-02 09:10:00
2020-01-02,5℃,60%,110,2020-01-02 10:10:00
2020-01-02,5℃,58%,117,2020-01-02 11:01:00
2020-01-02,5℃,55%,117,2020-01-02 12:04:00
2020-01-02,6℃,54%,114,2020-01-02 13:08:00
2020-01-02,6℃,56%,113,2020-01-02 13:50:00
2020-01-02,6℃,58%,113,2020-01-02 15:10:00
2020-01-02,6℃,59%,114,2020-01-02 16:07:00
2020-01-02,6℃,61%,117,2020-01-02 17:04:00
2020-01-02,6℃,67%,113,2020-01-02 18:08:00
2020-01-02,5℃,72%,108,2020-01-02 19:02:00
2020-01-02,5℃,75%,104,2020-01-02 20:08:00
2020-01-02,5℃,76%,103,2020-01-02 20:49:00
2020-01-02,5℃,77%,99,2020-01-02 22:10:00
2020-01-02,5℃,75%,100,2020-01-02 22:56:00
2020-01-03,5℃,74%,88,2020-01-03 00:10:00
2020-01-03,5℃,84%,90,2020-01-03 01:07:00
2020-01-03,5℃,82%,105,2020-01-03 02:06:00
2020-01-03,5℃,79%,102,2020-01-03 03:00:00
2020-01-03,5℃,78%,97,2020-01-03 04:04:00
2020-01-03,5℃,77%,100,2020-01-03 05:02:00
2020-01-03,5℃,79%,108,2020-01-03 05:50:00
2020-01-03,5℃,79%,103,2020-01-03 07:05:00
2020-01-03,5℃,78%,102,2020-01-03 07:48:00
2020-01-03,5℃,79%,104,2020-01-03 09:06:00
2020-01-03,6℃,74%,102,2020-01-03 09:53:00
2020-01-03,5℃,79%,104,2020-01-03 10:46:00
2020-01-03,5℃,83%,107,2020-01-03 11:57:00
2020-01-03,5℃,81%,110,2020-01-03 12:58:00
2020-01-03,6℃,77%,100,2020-01-03 14:01:00
2020-01-03,6℃,80%,97,2020-01-03 15:06:00
2020-01-03,6℃,84%,109,2020-01-03 15:52:00
2020-01-03,6℃,79%,103,2020-01-03 17:05:00
2020-01-03,6℃,80%,97,2020-01-03 17:33:00
2020-01-03,5℃,85%,99,2020-01-03 18:53:00
2020-01-03,5℃,87%,102,2020-01-03 20:02:00
2020-01-03,5℃,88%,108,2020-01-03 20:56:00
