日期,城市,温度,湿度,aqi
2020-01-01,台北,12.208333333333336,75.83333333333333,-0.9999999999999996
2020-01-01,武汉,4.739130434782608,65.91304347826086,66.56521739130434
2020-01-01,黄冈,5.000000000000001,65.0,62.69565217391305
2020-01-01,孝感,4.217391304347826,63.52173913043478,65.91304347826087
2020-01-01,襄阳,1.4782608695652173,47.043478260869556,87.30434782608695
2020-01-01,随州,2.6250000000000013,66.41666666666667,70.0
2020-01-01,宜昌,2.8695652173913047,64.30434782608695,141.99999999999997
2020-01-01,荆州,3.652173913043478,70.30434782608695,88.52173913043477
2020-01-01,荆门,2.083333333333333,57.20833333333333,102.62499999999999
2020-01-01,鄂州,4.999999999999999,64.625,64.45833333333331
2020-01-01,温州,8.791666666666668,59.37500000000001,44.58333333333333
2020-01-01,黄石,5.130434782608696,63.8695652173913,60.391304347826086
2020-01-01,西宁,-2.3478260869565224,38.91304347826087,93.1304347826087
2020-01-01,兰州,-2.9583333333333335,70.04166666666666,100.33333333333333
2020-01-01,海口,20.208333333333332,85.70833333333333,29.75
2020-01-01,咸宁,4.565217391304347,72.65217391304347,61.130434782608695
2020-01-01,十堰,1.2916666666666667,40.833333333333336,64.66666666666667
2020-01-01,深圳,16.826086956521742,79.86956521739128,60.608695652173914
2020-01-01,广州,16.666666666666668,66.125,59.041666666666664
2020-01-01,福州,11.041666666666666,67.75,39.24999999999999
2020-01-01,仙桃,4.391304347826087,74.0,-0.9999999999999996
2020-01-01,长沙,5.4782608695652195,77.43478260869566,101.47826086956522
2020-01-01,杭州,4.913043478260869,70.6086956521739,67.04347826086955
2020-01-01,恩施,6.500000000000003,78.33333333333334,80.83333333333334
2020-01-01,台州,6.541666666666669,69.95833333333334,47.083333333333336
2020-01-01,天门,3.25,72.95833333333333,-0.9999999999999996
2020-01-01,南昌,7.478260869565218,61.39130434782608,63.34782608695652
2020-01-01,香港,17.375,77.875,-0.9999999999999996
2020-01-01,澳门,18.45833333333333,77.75,-0.9999999999999996
2020-01-01,南宁,19.000000000000004,65.04166666666666,63.70833333333333
2020-01-01,银川,-4.521739130434784,47.26086956521739,107.7391304347826
2020-01-01,昆明,11.20833333333333,70.5,33.625
2020-01-01,贵阳,12.26086956521739,86.1304347826087,43.73913043478261
2020-01-01,信阳,1.3750000000000002,60.25,95.54166666666669
2020-01-01,南阳,1.2173913043478257,43.260869565217405,97.34782608695654
2020-01-01,成都,8.25,87.16666666666664,136.12499999999997
2020-01-01,宁波,6.250000000000002,67.29166666666667,36.16666666666667
2020-01-01,郑州,1.043478260869565,36.91304347826087,72.82608695652173
2020-01-01,合肥,2.208333333333333,75.25000000000001,66.66666666666667
2020-01-01,阜阳,1.8260869565217386,66.60869565217392,92.47826086956522
2020-01-01,沈阳,-12.695652173913043,68.34782608695653,103.21739130434783
2020-01-01,天津,-3.9166666666666683,44.708333333333336,79.75000000000001
2020-01-01,上海,5.521739130434785,61.65217391304347,24.826086956521745
2020-01-01,南京,3.347826086956521,68.69565217391305,55.21739130434783
2020-01-01,哈尔滨,-20.39130434782609,64.04347826086956,118.52173913043478
2020-01-01,长春,-17.75,73.79166666666667,97.58333333333334
2020-01-01,重庆,10.78260869565217,69.00000000000001,89.56521739130434
2020-01-01,济南,0.49999999999999983,38.875,68.45833333333333
2020-01-01,太原,-3.391304347826087,36.78260869565217,106.65217391304348
2020-01-01,北京,-5.40909090909091,36.590909090909086,51.454545454545446
2020-01-01,石家庄,-3.217391304347826,31.21739130434782,96.60869565217394
2020-01-01,呼和浩特,-10.521739130434783,41.34782608695652,135.0
2020-01-01,乌鲁木齐,-9.260869565217396,80.43478260869564,156.04347826086956
2020-01-01,拉萨,-2.4347826086956523,15.173913043478265,36.347826086956516
2020-01-02,台北,15.58333333333333,78.37499999999999,-0.9999999999999996
2020-01-02,武汉,4.608695652173914,86.65217391304348,103.30434782608695
2020-01-02,黄冈,5.166666666666666,92.62499999999999,84.49999999999999
2020-01-02,孝感,4.75,83.20833333333334,97.25
2020-01-02,襄阳,2.8749999999999996,67.41666666666667,146.12499999999997
2020-01-02,随州,3.2916666666666665,85.83333333333336,94.37500000000001
2020-01-02,宜昌,4.0,61.999999999999986,164.52173913043475
2020-01-02,荆州,4.652173913043478,66.95652173913042,103.8695652173913
2020-01-02,荆门,3.2083333333333326,61.333333333333336,142.08333333333334
2020-01-02,鄂州,5.041666666666666,94.37500000000003,85.125
2020-01-02,温州,12.416666666666666,69.95833333333331,60.79166666666666
2020-01-02,黄石,5.347826086956522,95.86956521739133,72.91304347826085
2020-01-02,西宁,-2.083333333333333,44.45833333333333,113.45833333333334
2020-01-02,兰州,-4.956521739130435,81.26086956521739,86.91304347826087
2020-01-02,海口,21.260869565217394,80.78260869565219,27.608695652173914
2020-01-02,咸宁,4.9565217391304355,98.99999999999996,68.21739130434783
2020-01-02,十堰,2.625,54.04166666666668,90.04166666666666
2020-01-02,深圳,16.83333333333334,79.12499999999999,47.87500000000001
2020-01-02,广州,17.0,76.33333333333333,60.83333333333333
2020-01-02,福州,14.173913043478258,70.52173913043478,38.739130434782616
2020-01-02,仙桃,3.9999999999999996,94.37499999999999,-0.9999999999999996
2020-01-02,长沙,5.333333333333332,92.875,83.45833333333333
2020-01-02,杭州,8.333333333333336,84.58333333333334,76.125
2020-01-02,恩施,7.958333333333333,83.79166666666666,94.125
2020-01-02,台州,10.666666666666668,79.4583333333333,61.37499999999999
2020-01-02,天门,4.000000000000002,94.66666666666667,-0.9999999999999996
2020-01-02,南昌,8.521739130434783,83.00000000000001,86.52173913043478
2020-01-02,香港,17.375,77.87500000000001,-0.9999999999999996
2020-01-02,澳门,18.25,79.08333333333333,-0.9999999999999996
2020-01-02,南宁,19.0,89.56521739130436,48.30434782608696
2020-01-02,银川,-3.333333333333333,54.45833333333332,152.41666666666666
2020-01-02,昆明,11.20833333333333,68.49999999999999,34.958333333333336
2020-01-02,贵阳,10.833333333333332,84.95833333333334,62.708333333333336
2020-01-02,信阳,3.2173913043478266,82.3913043478261,126.69565217391302
2020-01-02,南阳,2.8260869565217397,54.47826086956521,162.17391304347825
2020-01-02,成都,8.54166666666667,84.25,135.70833333333334
2020-01-02,宁波,10.083333333333336,79.375,41.20833333333333
2020-01-02,郑州,3.458333333333334,42.87499999999999,121.91666666666669
2020-01-02,合肥,5.625,82.16666666666666,86.625
2020-01-02,阜阳,4.608695652173912,71.99999999999999,123.30434782608698
2020-01-02,沈阳,-12.739130434782613,71.78260869565219,203.73913043478257
2020-01-02,天津,-1.9166666666666665,53.791666666666664,110.37499999999999
2020-01-02,上海,9.791666666666664,83.5,37.83333333333333
2020-01-02,南京,6.583333333333334,88.54166666666666,63.79166666666667
2020-01-02,哈尔滨,-16.454545454545453,65.04545454545455,181.09090909090912
2020-01-02,长春,-14.583333333333329,68.16666666666666,128.20833333333334
2020-01-02,重庆,11.318181818181818,71.90909090909089,95.45454545454547
2020-01-02,济南,1.2083333333333335,56.666666666666664,126.29166666666669
2020-01-02,太原,-3.4782608695652173,58.60869565217391,153.69565217391306
2020-01-02,北京,-3.4583333333333326,42.08333333333332,68.12499999999999
2020-01-02,石家庄,-1.8260869565217392,42.82608695652175,132.82608695652172
2020-01-02,呼和浩特,-8.869565217391303,61.73913043478259,193.69565217391306
2020-01-02,乌鲁木齐,-7.166666666666667,85.70833333333334,149.6666666666667
2020-01-02,拉萨,-2.6956521739130435,26.30434782608696,49.217391304347835
2020-01-03,台北,16.58333333333333,81.58333333333333,-0.9999999999999996
2020-01-03,武汉,5.304347826086956,88.5217391304348,130.17391304347825
2020-01-03,黄冈,5.521739130434783,95.34782608695652,117.17391304347828
2020-01-03,孝感,5.391304347826086,91.43478260869563,119.13043478260869
2020-01-03,襄阳,4.916666666666667,65.0,180.95833333333334
2020-01-03,随州,4.583333333333334,82.37500000000001,120.5
2020-01-03,宜昌,4.833333333333332,65.45833333333333,185.95833333333331
2020-01-03,荆州,5.249999999999999,81.08333333333334,102.58333333333336
2020-01-03,荆门,4.208333333333333,70.70833333333331,153.0
2020-01-03,鄂州,5.3478260869565215,93.78260869565219,119.04347826086958
2020-01-03,温州,14.083333333333334,76.83333333333333,70.91666666666669
2020-01-03,黄石,5.608695652173914,94.34782608695653,116.34782608695652
2020-01-03,西宁,-2.2916666666666665,48.416666666666664,89.08333333333331
2020-01-03,兰州,-3.75,67.66666666666666,125.125
2020-01-03,海口,21.1304347826087,81.7391304347826,28.39130434782609
2020-01-03,咸宁,5.043478260869566,98.9565217391304,114.95652173913045
2020-01-03,十堰,5.391304347826088,53.17391304347825,115.13043478260869
2020-01-03,深圳,18.086956521739133,79.60869565217394,63.34782608695652
2020-01-03,广州,17.875,77.70833333333333,71.04166666666666
2020-01-03,福州,15.666666666666666,75.75,44.083333333333336
2020-01-03,仙桃,4.82608695652174,90.56521739130434,-0.9999999999999996
2020-01-03,长沙,5.041666666666666,94.08333333333333,87.45833333333331
2020-01-03,杭州,8.333333333333332,93.29166666666666,71.95833333333331
2020-01-03,恩施,8.043478260869563,94.0869565217391,89.6521739130435
2020-01-03,台州,13.217391304347828,82.52173913043477,72.3913043478261
2020-01-03,天门,4.739130434782609,98.60869565217388,-0.9999999999999996
2020-01-03,南昌,8.291666666666668,86.16666666666667,99.87499999999997
2020-01-03,香港,18.708333333333336,77.54166666666667,-0.9999999999999996
2020-01-03,澳门,18.75,80.29166666666669,-0.9999999999999996
2020-01-03,南宁,19.749999999999993,80.16666666666667,47.333333333333336
2020-01-03,银川,-3.826086956521739,61.39130434782609,157.39130434782606
2020-01-03,昆明,11.666666666666668,67.66666666666667,34.95833333333333
2020-01-03,贵阳,6.500000000000002,97.375,49.875
2020-01-03,信阳,5.291666666666666,73.625,152.41666666666666
2020-01-03,南阳,4.826086956521738,50.95652173913044,203.56521739130437
2020-01-03,成都,8.666666666666666,79.41666666666666,107.95833333333331
2020-01-03,宁波,10.249999999999996,89.29166666666666,74.37500000000001
2020-01-03,郑州,3.9130434782608696,57.826086956521735,188.56521739130437
2020-01-03,合肥,6.583333333333334,88.95833333333334,81.33333333333333
2020-01-03,阜阳,6.625,67.79166666666666,162.75
2020-01-03,沈阳,-10.375,74.12499999999999,200.20833333333326
2020-01-03,天津,-0.25000000000000033,45.75000000000001,176.375
2020-01-03,上海,10.30434782608696,94.08695652173915,56.78260869565218
2020-01-03,南京,7.000000000000003,100.00000000000003,56.29166666666667
2020-01-03,哈尔滨,-18.31818181818182,74.45454545454544,199.6818181818182
2020-01-03,长春,-10.95833333333333,69.20833333333334,144.58333333333331
2020-01-03,重庆,11.73913043478261,70.17391304347827,110.52173913043477
2020-01-03,济南,2.041666666666667,64.04166666666666,194.625
2020-01-03,太原,-1.333333333333333,61.375000000000014,204.29166666666666
2020-01-03,北京,-1.4583333333333333,47.25,68.79166666666667
2020-01-03,石家庄,-0.3749999999999998,50.375,192.04166666666663
2020-01-03,呼和浩特,-9.166666666666666,71.16666666666667,234.62500000000003
2020-01-03,乌鲁木齐,-8.416666666666664,88.79166666666667,137.00000000000003
2020-01-03,拉萨,-2.3913043478260874,32.26086956521739,31.869565217391305
2020-01-04,台北,16.45833333333333,85.0,-0.9999999999999996
2020-01-04,武汉,6.375000000000002,91.24999999999999,143.87500000000003
2020-01-04,黄冈,6.541666666666669,97.41666666666666,120.20833333333334
2020-01-04,孝感,6.333333333333335,97.58333333333334,129.33333333333334
2020-01-04,襄阳,6.958333333333333,64.04166666666669,183.79166666666669
2020-01-04,随州,6.375,82.54166666666666,131.20833333333331
2020-01-04,宜昌,5.541666666666665,75.0,205.75
2020-01-04,荆州,5.875000000000002,84.54166666666669,123.16666666666667
2020-01-04,荆门,5.541666666666664,72.16666666666667,187.41666666666666
2020-01-04,鄂州,6.583333333333335,94.08333333333333,120.0
2020-01-04,温州,14.75,80.79166666666669,73.95833333333333
2020-01-04,黄石,6.916666666666664,92.54166666666669,107.41666666666669
2020-01-04,西宁,-2.5000000000000004,41.37499999999999,83.12500000000001
2020-01-04,兰州,-1.791666666666667,57.375,128.83333333333334
2020-01-04,海口,21.208333333333332,81.79166666666666,28.749999999999996
2020-01-04,咸宁,6.083333333333335,98.16666666666667,109.16666666666667
2020-01-04,十堰,6.249999999999999,62.41666666666667,127.29166666666667
2020-01-04,深圳,18.833333333333336,79.41666666666667,68.25
