dep,date,Recovered,Deaths
01,2020-03-18,1,0
02,2020-03-18,18,11
03,2020-03-18,1,0
04,2020-03-18,2,0
05,2020-03-18,9,0
06,2020-03-18,47,2
07,2020-03-18,0,0
08,2020-03-18,1,0
09,2020-03-18,2,0
10,2020-03-18,0,0
11,2020-03-18,9,3
12,2020-03-18,1,0
13,2020-03-18,59,4
14,2020-03-18,0,0
15,2020-03-18,0,0
16,2020-03-18,0,0
17,2020-03-18,2,0
18,2020-03-18,0,0
19,2020-03-18,0,0
21,2020-03-18,4,0
22,2020-03-18,3,0
23,2020-03-18,0,0
24,2020-03-18,1,0
25,2020-03-18,8,1
26,2020-03-18,0,0
27,2020-03-18,0,0
28,2020-03-18,0,1
29,2020-03-18,3,0
2A,2020-03-18,0,0
2B,2020-03-18,0,0
30,2020-03-18,6,0
31,2020-03-18,11,0
32,2020-03-18,0,0
33,2020-03-18,3,1
34,2020-03-18,18,2
35,2020-03-18,0,0
36,2020-03-18,0,0
37,2020-03-18,0,0
38,2020-03-18,0,1
39,2020-03-18,1,0
40,2020-03-18,0,0
41,2020-03-18,0,0
42,2020-03-18,3,1
43,2020-03-18,5,0
44,2020-03-18,7,1
45,2020-03-18,0,0
46,2020-03-18,1,0
47,2020-03-18,1,0
48,2020-03-18,0,0
49,2020-03-18,26,0
50,2020-03-18,1,0
51,2020-03-18,6,1
52,2020-03-18,0,1
53,2020-03-18,2,0
54,2020-03-18,1,5
55,2020-03-18,0,0
56,2020-03-18,63,7
57,2020-03-18,11,16
58,2020-03-18,0,0
59,2020-03-18,16,3
60,2020-03-18,18,6
61,2020-03-18,2,0
62,2020-03-18,16,0
63,2020-03-18,3,0
64,2020-03-18,0,0
65,2020-03-18,0,0
66,2020-03-18,1,0
67,2020-03-18,4,15
68,2020-03-18,116,74
69,2020-03-18,10,0
70,2020-03-18,2,0
71,2020-03-18,4,5
72,2020-03-18,1,0
73,2020-03-18,3,0
74,2020-03-18,43,5
75,2020-03-18,40,14
76,2020-03-18,3,3
77,2020-03-18,10,0
78,2020-03-18,5,5
79,2020-03-18,2,0
80,2020-03-18,9,1
81,2020-03-18,2,0
82,2020-03-18,0,1
83,2020-03-18,78,0
84,2020-03-18,7,1
85,2020-03-18,0,0
86,2020-03-18,0,1
87,2020-03-18,2,0
88,2020-03-18,7,8
89,2020-03-18,1,0
90,2020-03-18,0,0
91,2020-03-18,0,1
92,2020-03-18,22,4
93,2020-03-18,15,5
94,2020-03-18,16,5
95,2020-03-18,21,2
971,2020-03-18,0,0
972,2020-03-18,0,1
973,2020-03-18,0,0
974,2020-03-18,0,0
976,2020-03-18,0,0
01,2020-03-19,1,0
02,2020-03-19,33,19
03,2020-03-19,7,0
04,2020-03-19,3,0
05,2020-03-19,10,0
06,2020-03-19,48,2
07,2020-03-19,0,0
08,2020-03-19,1,0
09,2020-03-19,2,0
10,2020-03-19,0,0
11,2020-03-19,8,6
12,2020-03-19,2,1
13,2020-03-19,97,4
14,2020-03-19,1,0
15,2020-03-19,0,0
16,2020-03-19,2,0
17,2020-03-19,2,0
18,2020-03-19,0,0
19,2020-03-19,0,0
21,2020-03-19,28,2
22,2020-03-19,3,0
23,2020-03-19,0,0
24,2020-03-19,1,0
25,2020-03-19,10,2
26,2020-03-19,2,0
27,2020-03-19,0,1
28,2020-03-19,0,1
29,2020-03-19,6,0
2A,2020-03-19,1,1
2B,2020-03-19,0,0
30,2020-03-19,7,1
31,2020-03-19,13,1
32,2020-03-19,0,0
33,2020-03-19,7,2
34,2020-03-19,21,4
35,2020-03-19,15,0
36,2020-03-19,0,0
37,2020-03-19,0,0
38,2020-03-19,3,1
39,2020-03-19,1,0
40,2020-03-19,0,0
41,2020-03-19,1,0
42,2020-03-19,8,3
43,2020-03-19,5,0
44,2020-03-19,9,1
45,2020-03-19,0,0
46,2020-03-19,1,0
47,2020-03-19,1,0
48,2020-03-19,0,0
49,2020-03-19,28,0
50,2020-03-19,2,0
51,2020-03-19,14,2
52,2020-03-19,0,1
53,2020-03-19,3,0
54,2020-03-19,1,6
55,2020-03-19,4,0
56,2020-03-19,53,9
57,2020-03-19,15,19
58,2020-03-19,0,0
59,2020-03-19,36,5
60,2020-03-19,23,14
61,2020-03-19,3,0
62,2020-03-19,25,0
63,2020-03-19,4,0
64,2020-03-19,1,0
65,2020-03-19,0,0
66,2020-03-19,3,3
67,2020-03-19,13,18
68,2020-03-19,131,91
69,2020-03-19,48,12
70,2020-03-19,3,0
71,2020-03-19,7,5
72,2020-03-19,5,0
73,2020-03-19,5,0
74,2020-03-19,49,6
75,2020-03-19,62,22
76,2020-03-19,3,4
77,2020-03-19,15,0
78,2020-03-19,7,6
79,2020-03-19,3,0
80,2020-03-19,12,2
81,2020-03-19,2,0
82,2020-03-19,0,1
83,2020-03-19,86,2
84,2020-03-19,9,1
85,2020-03-19,5,0
86,2020-03-19,0,1
87,2020-03-19,2,0
88,2020-03-19,8,11
89,2020-03-19,1,2
90,2020-03-19,0,3
91,2020-03-19,4,1
92,2020-03-19,31,7
93,2020-03-19,21,5
94,2020-03-19,41,10
95,2020-03-19,32,5
971,2020-03-19,0,0
972,2020-03-19,0,1
973,2020-03-19,0,0
974,2020-03-19,0,0
976,2020-03-19,0,0
01,2020-03-20,1,0
02,2020-03-20,40,24
03,2020-03-20,10,0
04,2020-03-20,3,0
05,2020-03-20,10,0
06,2020-03-20,61,4
07,2020-03-20,3,1
08,2020-03-20,1,0
09,2020-03-20,2,0
10,2020-03-20,0,0
11,2020-03-20,13,8
12,2020-03-20,3,1
13,2020-03-20,108,4
14,2020-03-20,3,1
15,2020-03-20,0,0
16,2020-03-20,2,0
17,2020-03-20,2,0
18,2020-03-20,0,0
19,2020-03-20,0,0
21,2020-03-20,37,3
22,2020-03-20,3,1
23,2020-03-20,0,0
24,2020-03-20,2,0
25,2020-03-20,13,4
26,2020-03-20,2,2
27,2020-03-20,0,1
28,2020-03-20,0,1
29,2020-03-20,6,1
2A,2020-03-20,10,3
2B,2020-03-20,23,0
30,2020-03-20,7,1
31,2020-03-20,16,2
32,2020-03-20,0,0
33,2020-03-20,12,2
34,2020-03-20,24,4
35,2020-03-20,17,1
36,2020-03-20,0,0
37,2020-03-20,0,1
38,2020-03-20,10,1
39,2020-03-20,2,0
40,2020-03-20,0,0
41,2020-03-20,0,0
42,2020-03-20,9,4
43,2020-03-20,6,0
44,2020-03-20,11,1
45,2020-03-20,2,0
46,2020-03-20,2,0
47,2020-03-20,1,0
48,2020-03-20,0,0
49,2020-03-20,38,0
50,2020-03-20,2,0
51,2020-03-20,26,2
52,2020-03-20,5,4
53,2020-03-20,3,0
54,2020-03-20,2,7
55,2020-03-20,6,0
56,2020-03-20,29,9
57,2020-03-20,24,23
58,2020-03-20,0,0
59,2020-03-20,35,5
60,2020-03-20,30,18
61,2020-03-20,4,0
62,2020-03-20,35,1
63,2020-03-20,9,0
64,2020-03-20,2,1
65,2020-03-20,0,0
66,2020-03-20,3,4
67,2020-03-20,42,28
68,2020-03-20,170,105
69,2020-03-20,68,19
70,2020-03-20,5,0
71,2020-03-20,10,8
72,2020-03-20,5,0
73,2020-03-20,8,0
74,2020-03-20,53,6
75,2020-03-20,98,30
76,2020-03-20,5,5
77,2020-03-20,21,2
78,2020-03-20,16,12
79,2020-03-20,8,0
80,2020-03-20,16,3
81,2020-03-20,3,0
82,2020-03-20,0,1
83,2020-03-20,88,2
84,2020-03-20,10,1
85,2020-03-20,5,0
86,2020-03-20,0,1
87,2020-03-20,2,0
88,2020-03-20,8,14
89,2020-03-20,1,2
90,2020-03-20,0,5
91,2020-03-20,7,3
92,2020-03-20,50,11
93,2020-03-20,35,19
94,2020-03-20,67,12
95,2020-03-20,56,10
971,2020-03-20,0,0
972,2020-03-20,0,1
973,2020-03-20,0,0
974,2020-03-20,0,0
976,2020-03-20,0,0
01,2020-03-21,1,0
02,2020-03-21,49,25
03,2020-03-21,10,0
04,2020-03-21,3,0
05,2020-03-21,10,0
06,2020-03-21,61,6
07,2020-03-21,3,1
08,2020-03-21,1,0
09,2020-03-21,3,0
10,2020-03-21,0,0
11,2020-03-21,13,9
12,2020-03-21,4,1
13,2020-03-21,128,4
14,2020-03-21,3,1
15,2020-03-21,0,0
16,2020-03-21,2,0
17,2020-03-21,2,0
18,2020-03-21,0,0
19,2020-03-21,0,0
21,2020-03-21,45,3
22,2020-03-21,3,1
23,2020-03-21,0,0
24,2020-03-21,2,0
25,2020-03-21,19,6
26,2020-03-21,2,2
27,2020-03-21,0,0
28,2020-03-21,1,1
29,2020-03-21,6,1
2A,2020-03-21,12,4
2B,2020-03-21,23,0
30,2020-03-21,11,1
31,2020-03-21,17,2
32,2020-03-21,0,0
33,2020-03-21,12,2
34,2020-03-21,33,4
35,2020-03-21,18,1
36,2020-03-21,0,0
37,2020-03-21,1,1
38,2020-03-21,13,1
39,2020-03-21,2,0
40,2020-03-21,0,0
41,2020-03-21,0,0
42,2020-03-21,12,6
43,2020-03-21,6,0
44,2020-03-21,12,1
45,2020-03-21,3,0
46,2020-03-21,5,0
47,2020-03-21,1,0
48,2020-03-21,0,0
49,2020-03-21,35,2
50,2020-03-21,2,0
51,2020-03-21,27,2
52,2020-03-21,5,4
53,2020-03-21,3,0
54,2020-03-21,2,9
55,2020-03-21,7,1
56,2020-03-21,28,12
57,2020-03-21,34,25
58,2020-03-21,0,0
59,2020-03-21,17,5
60,2020-03-21,43,18
61,2020-03-21,3,0
62,2020-03-21,27,1
63,2020-03-21,10,0
64,2020-03-21,2,1
65,2020-03-21,0,0
66,2020-03-21,3,5
67,2020-03-21,51,31
68,2020-03-21,196,121
69,2020-03-21,71,21
70,2020-03-21,5,0
71,2020-03-21,14,10
72,2020-03-21,5,0
73,2020-03-21,8,0
74,2020-03-21,56,7
75,2020-03-21,122,36
76,2020-03-21,6,5
77,2020-03-21,21,3
78,2020-03-21,30,14
79,2020-03-21,8,0
80,2020-03-21,21,7
81,2020-03-21,3,1
82,2020-03-21,0,1
83,2020-03-21,98,2
84,2020-03-21,10,1
85,2020-03-21,7,0
86,2020-03-21,1,1
87,2020-03-21,2,1
88,2020-03-21,8,16
89,2020-03-21,1,2
90,2020-03-21,2,6
91,2020-03-21,8,5
92,2020-03-21,71,17
93,2020-03-21,37,20
94,2020-03-21,79,13
95,2020-03-21,70,14
971,2020-03-21,0,0
972,2020-03-21,0,1
973,2020-03-21,0,0
974,2020-03-21,0,0
976,2020-03-21,0,0
01,2020-03-22,2,0
02,2020-03-22,55,28
03,2020-03-22,10,0
04,2020-03-22,3,0
05,2020-03-22,11,0
06,2020-03-22,63,7
07,2020-03-22,3,1
08,2020-03-22,1,0
09,2020-03-22,3,0
10,2020-03-22,0,0
11,2020-03-22,13,9
12,2020-03-22,4,1
13,2020-03-22,133,4
14,2020-03-22,3,1
15,2020-03-22,0,0
16,2020-03-22,2,1
17,2020-03-22,5,0
18,2020-03-22,0,0
19,2020-03-22,0,1
21,2020-03-22,73,4
22,2020-03-22,3,1
23,2020-03-22,0,0
24,2020-03-22,2,0
25,2020-03-22,20,8
26,2020-03-22,3,4
27,2020-03-22,0,0
28,2020-03-22,2,1
29,2020-03-22,9,2
2A,2020-03-22,13,6
2B,2020-03-22,23,0
30,2020-03-22,10,2
31,2020-03-22,23,2
32,2020-03-22,0,0
33,2020-03-22,13,2
34,2020-03-22,38,4
35,2020-03-22,18,1
36,2020-03-22,0,0
37,2020-03-22,1,1
38,2020-03-22,14,1
39,2020-03-22,2,0
40,2020-03-22,0,0
41,2020-03-22,0,0
42,2020-03-22,16,8
43,2020-03-22,7,0
44,2020-03-22,14,2
45,2020-03-22,7,1
46,2020-03-22,5,0
47,2020-03-22,1,0
48,2020-03-22,1,0
49,2020-03-22,40,2
50,2020-03-22,3,0
51,2020-03-22,27,3
52,2020-03-22,5,4
53,2020-03-22,3,0
54,2020-03-22,12,16
55,2020-03-22,7,1
56,2020-03-22,29,13
57,2020-03-22,51,32
58,2020-03-22,0,0
59,2020-03-22,20,11
60,2020-03-22,47,19
61,2020-03-22,3,0
62,2020-03-22,30,1
63,2020-03-22,11,0
64,2020-03-22,2,1
65,2020-03-22,1,0
66,2020-03-22,4,5
67,2020-03-22,51,38
68,2020-03-22,221,136
69,2020-03-22,80,26
70,2020-03-22,5,0
71,2020-03-22,36,12
72,2020-03-22,6,0
73,2020-03-22,8,0
74,2020-03-22,58,7
75,2020-03-22,145,40
76,2020-03-22,6,7
77,2020-03-22,23,3
78,2020-03-22,34,14
79,2020-03-22,11,1
80,2020-03-22,21,8
81,2020-03-22,4,1
82,2020-03-22,0,1
83,2020-03-22,106,2
84,2020-03-22,11,1
85,2020-03-22,8,0
86,2020-03-22,1,1
87,2020-03-22,2,1
88,2020-03-22,16,22
89,2020-03-22,1,2
90,2020-03-22,28,14
91,2020-03-22,12,4
92,2020-03-22,87,21
93,2020-03-22,41,23
94,2020-03-22,90,17
95,2020-03-22,81,18
971,2020-03-22,0,0
972,2020-03-22,0,1
973,2020-03-22,0,0
974,2020-03-22,0,0
976,2020-03-22,0,0
01,2020-03-23,7,0
02,2020-03-23,62,30
03,2020-03-23,16,1
04,2020-03-23,3,0
05,2020-03-23,13,0
06,2020-03-23,63,8
07,2020-03-23,3,2
08,2020-03-23,1,0
09,2020-03-23,3,0
10,2020-03-23,0,2
11,2020-03-23,13,10
12,2020-03-23,4,1
13,2020-03-23,168,4
14,2020-03-23,5,1
15,2020-03-23,0,0
16,2020-03-23,2,1
17,2020-03-23,6,0
18,2020-03-23,0,0
19,2020-03-23,0,2
21,2020-03-23,84,13
22,2020-03-23,3,1
23,2020-03-23,0,0
24,2020-03-23,11,0
25,2020-03-23,25,10
26,2020-03-23,5,7
27,2020-03-23,0,0
28,2020-03-23,2,2
29,2020-03-23,9,4
2A,2020-03-23,14,7
2B,2020-03-23,31,0
30,2020-03-23,11,2
31,2020-03-23,26,2
32,2020-03-23,0,0
33,2020-03-23,19,3
34,2020-03-23,42,9
35,2020-03-23,20,1
36,2020-03-23,0,2
37,2020-03-23,1,2
38,2020-03-23,19,3
39,2020-03-23,2,0
40,2020-03-23,0,0
41,2020-03-23,1,0
42,2020-03-23,20,10
43,2020-03-23,7,0
44,2020-03-23,14,3
45,2020-03-23,11,2
46,2020-03-23,4,0
47,2020-03-23,1,1
48,2020-03-23,1,0
49,2020-03-23,43,4
50,2020-03-23,4,0
51,2020-03-23,39,8
52,2020-03-23,6,4
53,2020-03-23,3,1
54,2020-03-23,16,19
55,2020-03-23,16,2
56,2020-03-23,36,17
57,2020-03-23,58,53
58,2020-03-23,0,0
59,2020-03-23,30,15
60,2020-03-23,54,29
61,2020-03-23,7,0
62,2020-03-23,33,3
63,2020-03-23,11,0
64,2020-03-23,5,1
65,2020-03-23,2,0
66,2020-03-23,6,6
67,2020-03-23,77,50
68,2020-03-23,233,157
69,2020-03-23,90,34
70,2020-03-23,5,0
71,2020-03-23,50,13
72,2020-03-23,6,1
73,2020-03-23,13,1
74,2020-03-23,63,12
75,2020-03-23,198,59
76,2020-03-23,8,8
77,2020-03-23,40,3
78,2020-03-23,41,17
79,2020-03-23,12,1
80,2020-03-23,22,9
81,2020-03-23,4,1
82,2020-03-23,1,1
83,2020-03-23,114,5
84,2020-03-23,16,3
85,2020-03-23,8,0
86,2020-03-23,1,3
87,2020-03-23,2,1
88,2020-03-23,24,32
89,2020-03-23,1,2
90,2020-03-23,31,24
91,2020-03-23,18,4
92,2020-03-23,112,28
93,2020-03-23,55,28
94,2020-03-23,108,24
95,2020-03-23,93,30
971,2020-03-23,0,0
972,2020-03-23,0,1
973,2020-03-23,0,0
974,2020-03-23,0,0
976,2020-03-23,0,0
01,2020-03-24,11,0
02,2020-03-24,85,33
03,2020-03-24,16,1
04,2020-03-24,3,0
05,2020-03-24,16,1
06,2020-03-24,86,8
07,2020-03-24,1,3
08,2020-03-24,2,0
09,2020-03-24,3,0
10,2020-03-24,0,2
11,2020-03-24,13,12
12,2020-03-24,5,1
13,2020-03-24,197,7
14,2020-03-24,7,1
15,2020-03-24,0,0
16,2020-03-24,2,2
17,2020-03-24,6,0
18,2020-03-24,1,0
19,2020-03-24,0,3
21,2020-03-24,106,22
22,2020-03-24,3,1
23,2020-03-24,0,0
24,2020-03-24,15,0
25,2020-03-24,30,11
26,2020-03-24,10,9
27,2020-03-24,0,0
28,2020-03-24,3,3
29,2020-03-24,14,5
2A,2020-03-24,18,7
2B,2020-03-24,33,0
30,2020-03-24,14,4
31,2020-03-24,38,3
32,2020-03-24,0,0
33,2020-03-24,27,3
34,2020-03-24,49,10
35,2020-03-24,26,2
36,2020-03-24,0,2
37,2020-03-24,4,2
38,2020-03-24,31,3
39,2020-03-24,4,0
40,2020-03-24,0,0
41,2020-03-24,6,0
42,2020-03-24,26,13
43,2020-03-24,8,0
44,2020-03-24,23,6
45,2020-03-24,10,2
46,2020-03-24,4,0
47,2020-03-24,2,1
48,2020-03-24,2,0
49,2020-03-24,48,5
50,2020-03-24,4,2
51,2020-03-24,52,10
52,2020-03-24,11,5
53,2020-03-24,3,1
54,2020-03-24,25,24
55,2020-03-24,20,9
56,2020-03-24,43,17
57,2020-03-24,80,65
58,2020-03-24,0,0
59,2020-03-24,32,19
60,2020-03-24,71,38
61,2020-03-24,10,0
62,2020-03-24,34,6
63,2020-03-24,11,0
64,2020-03-24,7,1
65,2020-03-24,3,0
66,2020-03-24,12,7
67,2020-03-24,120,69
68,2020-03-24,273,187
69,2020-03-24,111,42
70,2020-03-24,8,3
71,2020-03-24,98,20
72,2020-03-24,12,1
73,2020-03-24,16,1
74,2020-03-24,73,14
75,2020-03-24,232,80
76,2020-03-24,11,12
77,2020-03-24,57,11
78,2020-03-24,59,25
79,2020-03-24,12,1
80,2020-03-24,28,13
81,2020-03-24,4,1
82,2020-03-24,2,1
83,2020-03-24,117,7
84,2020-03-24,16,3
85,2020-03-24,7,0
86,2020-03-24,5,3
87,2020-03-24,2,2
88,2020-03-24,36,36
89,2020-03-24,1,2
90,2020-03-24,38,27
91,2020-03-24,37,8
92,2020-03-24,150,33
93,2020-03-24,71,38
94,2020-03-24,120,27
95,2020-03-24,128,40
971,2020-03-24,0,0
972,2020-03-24,11,1
973,2020-03-24,0,0
974,2020-03-24,0,0
976,2020-03-24,0,0
01,2020-03-25,15,0
02,2020-03-25,92,34
03,2020-03-25,20,1
04,2020-03-25,16,0
05,2020-03-25,19,1
06,2020-03-25,93,9
07,2020-03-25,34,4
08,2020-03-25,2,0
09,2020-03-25,4,0
10,2020-03-25,3,6
11,2020-03-25,17,15
12,2020-03-25,10,1
13,2020-03-25,261,12
14,2020-03-25,7,1
15,2020-03-25,1,0
16,2020-03-25,2,4
17,2020-03-25,7,0
18,2020-03-25,1,0
19,2020-03-25,0,3
21,2020-03-25,127,27
22,2020-03-25,3,1
23,2020-03-25,0,0
24,2020-03-25,15,0
25,2020-03-25,44,12
26,2020-03-25,13,14
27,2020-03-25,0,0
28,2020-03-25,6,4
29,2020-03-25,17,5
2A,2020-03-25,21,14
2B,2020-03-25,33,1
30,2020-03-25,15,5
31,2020-03-25,44,3
32,2020-03-25,0,0
33,2020-03-25,55,6
34,2020-03-25,54,13
35,2020-03-25,30,2
36,2020-03-25,0,5
37,2020-03-25,9,3
38,2020-03-25,38,3
39,2020-03-25,4,0
40,2020-03-25,1,0
41,2020-03-25,7,0
42,2020-03-25,29,16
43,2020-03-25,11,0
44,2020-03-25,27,7
45,2020-03-25,13,1
46,2020-03-25,4,0
47,2020-03-25,3,1
48,2020-03-25,2,0
49,2020-03-25,55,6
50,2020-03-25,8,3
51,2020-03-25,65,16
52,2020-03-25,12,5
53,2020-03-25,3,1
54,2020-03-25,31,28
55,2020-03-25,24,11
56,2020-03-25,52,20
57,2020-03-25,114,79
58,2020-03-25,0,0
59,2020-03-25,36,20
60,2020-03-25,78,44
61,2020-03-25,20,1
62,2020-03-25,42,8
63,2020-03-25,12,0
64,2020-03-25,8,3
65,2020-03-25,3,0
66,2020-03-25,23,7
67,2020-03-25,149,80
68,2020-03-25,325,239
69,2020-03-25,129,52
70,2020-03-25,11,6
71,2020-03-25,119,25
72,2020-03-25,13,1
73,2020-03-25,18,2
74,2020-03-25,84,15
75,2020-03-25,291,112
76,2020-03-25,15,13
77,2020-03-25,69,15
78,2020-03-25,86,37
79,2020-03-25,13,1
80,2020-03-25,39,16
81,2020-03-25,5,1
82,2020-03-25,2,1
83,2020-03-25,125,8
84,2020-03-25,21,3
85,2020-03-25,8,1
86,2020-03-25,9,4
87,2020-03-25,2,3
88,2020-03-25,44,41
89,2020-03-25,1,2
90,2020-03-25,42,30
91,2020-03-25,58,12
92,2020-03-25,192,47
93,2020-03-25,80,47
94,2020-03-25,153,34
95,2020-03-25,155,53
971,2020-03-25,0,0
972,2020-03-25,12,1
973,2020-03-25,0,0
974,2020-03-25,0,0
976,2020-03-25,0,0
01,2020-03-26,17,2
02,2020-03-26,102,36
03,2020-03-26,26,2
04,2020-03-26,16,0
05,2020-03-26,20,1
06,2020-03-26,95,12
07,2020-03-26,39,5
08,2020-03-26,2,0
09,2020-03-26,4,0
10,2020-03-26,3,6
11,2020-03-26,23,15
12,2020-03-26,10,4
13,2020-03-26,309,16
14,2020-03-26,11,1
15,2020-03-26,2,0
16,2020-03-26,6,4
17,2020-03-26,15,0
18,2020-03-26,1,1
19,2020-03-26,1,3
21,2020-03-26,139,32
22,2020-03-26,3,1
23,2020-03-26,0,0
24,2020-03-26,16,0
25,2020-03-26,52,18
26,2020-03-26,26,18
27,2020-03-26,0,1
28,2020-03-26,10,8
29,2020-03-26,20,5
2A,2020-03-26,22,17
2B,2020-03-26,41,2
30,2020-03-26,17,5
31,2020-03-26,49,3
32,2020-03-26,1,0
33,2020-03-26,72,11
34,2020-03-26,70,16
35,2020-03-26,34,2
36,2020-03-26,1,5
37,2020-03-26,12,3
38,2020-03-26,46,4
39,2020-03-26,4,0
40,2020-03-26,2,0
41,2020-03-26,8,0
42,2020-03-26,32,19
43,2020-03-26,11,0
44,2020-03-26,29,9
45,2020-03-26,18,3
46,2020-03-26,5,0
47,2020-03-26,4,3
48,2020-03-26,3,0
49,2020-03-26,65,8
50,2020-03-26,9,3
51,2020-03-26,71,19
52,2020-03-26,13,7
53,2020-03-26,3,3
54,2020-03-26,41,33
55,2020-03-26,32,12
56,2020-03-26,57,21
57,2020-03-26,144,99
58,2020-03-26,0,0
59,2020-03-26,50,27
60,2020-03-26,109,58
61,2020-03-26,24,1
62,2020-03-26,52,9
63,2020-03-26,13,0
64,2020-03-26,18,4
65,2020-03-26,5,1
66,2020-03-26,29,8
67,2020-03-26,224,93
68,2020-03-26,373,268
69,2020-03-26,168,66
70,2020-03-26,13,6
71,2020-03-26,140,29
72,2020-03-26,20,2
73,2020-03-26,19,2
74,2020-03-26,97,16
75,2020-03-26,353,139
76,2020-03-26,18,14
77,2020-03-26,85,20
78,2020-03-26,112,43
79,2020-03-26,13,1
80,2020-03-26,47,20
81,2020-03-26,6,1
82,2020-03-26,2,1
83,2020-03-26,132,12
84,2020-03-26,27,3
85,2020-03-26,10,2
86,2020-03-26,13,4
87,2020-03-26,3,4
88,2020-03-26,57,47
89,2020-03-26,2,3
90,2020-03-26,52,35
91,2020-03-26,68,15
92,2020-03-26,227,56
93,2020-03-26,100,68
94,2020-03-26,181,52
95,2020-03-26,184,67
971,2020-03-26,4,0
972,2020-03-26,13,1
973,2020-03-26,0,0
974,2020-03-26,0,0
976,2020-03-26,0,0
01,2020-03-27,17,2
02,2020-03-27,90,37
03,2020-03-27,27,4
04,2020-03-27,18,0
05,2020-03-27,22,1
06,2020-03-27,99,12
07,2020-03-27,45,9
08,2020-03-27,2,0
09,2020-03-27,4,0
10,2020-03-27,3,6
11,2020-03-27,26,15
12,2020-03-27,13,5
13,2020-03-27,334,20
14,2020-03-27,12,2
15,2020-03-27,2,0
16,2020-03-27,8,4
17,2020-03-27,16,0
18,2020-03-27,3,2
19,2020-03-27,1,3
21,2020-03-27,138,34
22,2020-03-27,3,1
23,2020-03-27,0,0
24,2020-03-27,16,0
25,2020-03-27,60,21
26,2020-03-27,39,21
27,2020-03-27,0,1
28,2020-03-27,13,10
29,2020-03-27,23,5
2A,2020-03-27,24,17
2B,2020-03-27,46,2
30,2020-03-27,19,6
31,2020-03-27,52,5
32,2020-03-27,1,0
33,2020-03-27,91,15
34,2020-03-27,81,18
35,2020-03-27,38,3
36,2020-03-27,2,7
37,2020-03-27,18,3
38,2020-03-27,52,4
39,2020-03-27,5,0
40,2020-03-27,2,0
41,2020-03-27,8,0
42,2020-03-27,44,20
43,2020-03-27,12,1
44,2020-03-27,33,12
45,2020-03-27,20,4
46,2020-03-27,5,0
47,2020-03-27,5,3
48,2020-03-27,3,0
49,2020-03-27,73,10
50,2020-03-27,11,4
51,2020-03-27,80,20
52,2020-03-27,17,8
53,2020-03-27,3,3
54,2020-03-27,54,35
55,2020-03-27,37,13
56,2020-03-27,67,25
57,2020-03-27,171,122
58,2020-03-27,0,0
59,2020-03-27,77,35
60,2020-03-27,120,66
61,2020-03-27,25,1
62,2020-03-27,61,9
63,2020-03-27,14,0
64,2020-03-27,21,5
65,2020-03-27,5,1
66,2020-03-27,37,9
67,2020-03-27,234,107
68,2020-03-27,409,290
69,2020-03-27,224,82
70,2020-03-27,22,6
71,2020-03-27,145,32
72,2020-03-27,22,3
73,2020-03-27,24,3
74,2020-03-27,106,19
75,2020-03-27,433,180
76,2020-03-27,25,16
77,2020-03-27,108,21
78,2020-03-27,135,53
79,2020-03-27,13,2
80,2020-03-27,53,22
81,2020-03-27,8,1
82,2020-03-27,2,1
83,2020-03-27,138,12
84,2020-03-27,31,3
85,2020-03-27,10,3
86,2020-03-27,15,6
87,2020-03-27,3,4
88,2020-03-27,67,56
89,2020-03-27,2,3
90,2020-03-27,60,43
91,2020-03-27,80,18
92,2020-03-27,261,74
93,2020-03-27,125,82
94,2020-03-27,210,69
95,2020-03-27,246,81
971,2020-03-27,6,1
972,2020-03-27,13,1
973,2020-03-27,0,0
974,2020-03-27,0,0
976,2020-03-27,0,0
01,2020-03-28,20,3
02,2020-03-28,95,41
03,2020-03-28,31,4
04,2020-03-28,21,0
05,2020-03-28,26,1
06,2020-03-28,107,15
07,2020-03-28,66,10
08,2020-03-28,2,0
09,2020-03-28,4,0
10,2020-03-28,3,7
11,2020-03-28,34,17
12,2020-03-28,16,6
13,2020-03-28,360,23
14,2020-03-28,16,2
15,2020-03-28,2,0
16,2020-03-28,12,6
17,2020-03-28,19,1
18,2020-03-28,3,4
19,2020-03-28,1,3
21,2020-03-28,155,35
22,2020-03-28,6,2
23,2020-03-28,0,0
24,2020-03-28,5,0
25,2020-03-28,72,22
26,2020-03-28,41,21
27,2020-03-28,1,1
28,2020-03-28,15,10
29,2020-03-28,25,5
2A,2020-03-28,25,17
2B,2020-03-28,46,2
30,2020-03-28,19,6
31,2020-03-28,62,6
32,2020-03-28,1,0
33,2020-03-28,98,17
34,2020-03-28,93,21
35,2020-03-28,40,5
36,2020-03-28,2,8
37,2020-03-28,22,4
38,2020-03-28,57,6
39,2020-03-28,15,1
40,2020-03-28,5,0
41,2020-03-28,12,3
42,2020-03-28,47,27
43,2020-03-28,13,2
44,2020-03-28,41,19
45,2020-03-28,23,6
46,2020-03-28,5,0
47,2020-03-28,4,3
48,2020-03-28,4,0
49,2020-03-28,81,10
50,2020-03-28,11,4
51,2020-03-28,113,24
52,2020-03-28,17,8
53,2020-03-28,3,5
54,2020-03-28,64,38
55,2020-03-28,37,14
56,2020-03-28,74,25
57,2020-03-28,203,152
58,2020-03-28,1,0
59,2020-03-28,93,40
60,2020-03-28,127,77
61,2020-03-28,28,1
62,2020-03-28,69,12
63,2020-03-28,14,0
